opportunity_id,sales_agent,product,account,deal_stage,close_value,close_month,close_year,is_won,is_lost,series,sales_price,manager,regional_office,sector,year_established,revenue,office_location,subsidiary_of,revenue_per_employee,company_size
EAZDUUM9,Rosie Papadopoulos,MG Advanced,Zotware,Lost,0.0,-1.4452846018008674,0.0,0,1,MG,0.5755933183826687,Cara Losch,East,software,-1.9848581673778438,0.7233901998261343,United States,Acme Corporation,-0.8084650785222576,Enterprise
2STUSOFE,Versie Hillebrand,MG Special,dambase,Won,67.0,-1.4452846018008674,0.0,1,0,MG,-0.6988316022762914,Dustin Brinkmann,Central,marketing,-0.08651741891266201,-0.2902493971120805,United States,Inity,1.4175853348881025,Enterprise
JYKM0B00,James Ascencio,GTXPro,Xx-holding,Won,2713.125,-1.4452846018008674,0.0,1,0,,,Summer Sewald,West,finance,-0.32381001247080976,1.4400402433912887,United States,Acme Corporation,-0.01896337969891462,Enterprise
KU28360J,Kary Hendrixson,GTX Basic,Fasehatice,Won,578.0,-1.4452846018008674,0.0,1,0,GTX,-0.5098440840839051,Summer Sewald,West,retail,-0.6797489028080314,0.9391122918822411,United States,Acme Corporation,0.9321651496946803,Enterprise
N4SD17JR,Reed Clapper,GTX Basic,Acme Corporation,Won,556.0,-1.4452846018008674,0.0,1,0,GTX,-0.5098440840839051,Rocco Neubert,East,technolgy,0.032128877866411845,-0.7626264127362864,United States,Acme Corporation,-0.6705561464920913,Enterprise
E67P9Y3Q,Rosalina Dieter,GTX Basic,Green-Plus,Won,635.0,-1.4452846018008674,0.0,1,0,GTX,-0.5098440840839051,Celia Rouche,West,services,0.8626529553199289,-0.9420209467161478,United States,Acme Corporation,-0.8462194584228073,Enterprise
AT3MMVIS,Wilburn Farren,MG Advanced,The New York Inquirer,Won,2713.125,-1.4452846018008674,0.0,1,0,MG,0.5755933183826687,Cara Losch,East,medical,0.032128877866411845,-1.053295261307849,United States,Acme Corporation,0.3049146545950892,Large
REJ11LRY,Garret Kinder,GTX Plus Basic,Mathtouch,Won,1233.0,-1.4452846018008674,0.0,1,0,GTX,-0.30138512462321243,Cara Losch,East,marketing,-1.3916266834824746,0.08515736238560771,Jordan,Acme Corporation,-1.094876851205643,Enterprise
ERV0CAZ7,Versie Hillebrand,MG Special,Zumgoity,Won,60.0,-1.4452846018008674,0.0,1,0,MG,-0.6988316022762914,Dustin Brinkmann,Central,medical,-1.3916266834824746,-1.0524727339606814,United States,Acme Corporation,-0.8202357463835775,Enterprise
8SOQADK7,Anna Snelling,MG Special,Gogozoom,Lost,0.0,-1.4452846018008674,0.0,0,1,MG,-0.6988316022762914,Dustin Brinkmann,Central,telecommunications,1.3372381424362243,-1.20835706114583,United States,Sonron,-0.23406023782732707,Medium
TCHFT25B,Darcel Schlecht,GTX Basic,Stanredtax,Lost,0.0,-1.4452846018008674,0.0,0,1,GTX,-0.5098440840839051,Melvin Marxen,Central,finance,-1.035687793145253,-0.49952322664974985,United States,Acme Corporation,-0.3311596943821935,Enterprise
CZVN09WN,Darcel Schlecht,GTX Plus Basic,Konmatfix,Won,1170.0,-1.4452846018008674,0.0,1,0,GTX,-0.30138512462321243,Melvin Marxen,Central,marketing,-1.2729803867034006,-1.0813491619508198,United States,Acme Corporation,-1.1106074939931927,Enterprise
EG7OFLFR,Kami Bicknell,GTX Basic,Hottechi,Engaging,472.0,-0.7080868336021927,0.0,0,0,GTX,-0.5098440840839051,Summer Sewald,West,technolgy,0.1507751746454857,1.4400402433912887,Korea,Acme Corporation,-0.01896337969891462,Enterprise
30UQWUKB,Marty Freudenburg,GTX Plus Basic,Genco Pura Olive Oil Company,Won,1162.0,-1.4452846018008674,0.0,1,0,GTX,-0.30138512462321243,Melvin Marxen,Central,retail,1.3372381424362243,-0.8531088194666954,Italy,Acme Corporation,0.26010942392324987,Enterprise
OLVI7L8M,Cassey Cress,GTXPro,Hottechi,Engaging,472.0,-0.7080868336021927,0.0,0,0,,,Rocco Neubert,East,technolgy,0.1507751746454857,1.4400402433912887,Korea,Acme Corporation,-0.01896337969891462,Enterprise
97UN20YY,Darcel Schlecht,MG Advanced,Conecom,Won,2713.125,-1.4452846018008674,0.0,1,0,MG,0.5755933183826687,Melvin Marxen,Central,technolgy,1.0999455488780767,-0.5776149406690819,United States,Acme Corporation,2.0068659913329294,Enterprise
JXLERZ9O,Kary Hendrixson,GTX Basic,Golddex,Won,559.0,-1.4452846018008674,0.0,1,0,GTX,-0.5098440840839051,Summer Sewald,West,finance,1.4558844392152983,-1.2233912775769484,United States,Acme Corporation,-1.0946539874499417,Medium
6ROE69W5,Rosalina Dieter,GTX Basic,Plexzap,Lost,0.0,-1.4452846018008674,0.0,0,1,GTX,-0.5098440840839051,Celia Rouche,West,retail,0.6253603617617812,-0.17418507032216748,United States,Acme Corporation,-0.017087651403622773,Enterprise
0DFXFKT7,Darcel Schlecht,GTX Plus Basic,Rundofase,Lost,0.0,-1.4452846018008674,0.0,0,1,GTX,-0.30138512462321243,Melvin Marxen,Central,technolgy,-1.5102729802615484,-0.8030842017162243,United States,Acme Corporation,1.8426222782336203,Enterprise
XKMZVSN4,James Ascencio,GTX Plus Pro,Sonron,Won,2713.125,-1.4452846018008674,0.0,1,0,GTX,1.373158824451143,Summer Sewald,West,telecommunications,0.3880677682036334,-0.49879746722577845,United States,Acme Corporation,-1.0082077788842507,Enterprise
IU8V0BZK,Marty Freudenburg,GTX Plus Basic,Finhigh,Won,903.0,-1.4452846018008674,0.0,1,0,GTX,-0.30138512462321243,Melvin Marxen,Central,finance,1.2185918456571505,-0.7615751612070185,United States,Acme Corporation,0.732280101772273,Enterprise
XY42936P,Maureen Marcano,GTX Plus Basic,Finjob,Won,1180.0,-1.4452846018008674,0.0,1,0,GTX,-0.30138512462321243,Summer Sewald,West,employment,-0.917041496366179,-0.3404279638312728,United States,Acme Corporation,0.36843042521092184,Enterprise
XRN54MBM,Niesha Huffines,GTX Basic,Ron-tech,Won,487.0,-1.4452846018008674,0.0,1,0,GTX,-0.5098440840839051,Melvin Marxen,Central,medical,-0.4424563092498836,0.47880927394774275,United States,Acme Corporation,0.41828139155097527,Enterprise
2V848WZD,Lajuana Vencill,MG Advanced,Stanredtax,Won,2713.125,-1.4452846018008674,0.0,1,0,MG,0.5755933183826687,Dustin Brinkmann,Central,finance,-1.035687793145253,-0.49952322664974985,United States,Acme Corporation,-0.3311596943821935,Enterprise
ONYNTUCG,Darcel Schlecht,GTXPro,Funholding,Lost,0.0,-1.4452846018008674,0.0,0,1,,,Melvin Marxen,Central,finance,-0.5611026060289575,-0.006314716286580565,United States,Golddex,-0.6686284523642727,Enterprise
HIOHX80Y,Darcel Schlecht,MG Advanced,Gogozoom,Won,2713.125,-1.4452846018008674,0.0,1,0,MG,0.5755933183826687,Melvin Marxen,Central,telecommunications,1.3372381424362243,-1.20835706114583,United States,Sonron,-0.23406023782732707,Medium
F5U1ACDD,Kami Bicknell,GTX Plus Basic,Hottechi,Engaging,472.0,-0.7080868336021927,0.0,0,0,GTX,-0.30138512462321243,Summer Sewald,West,technolgy,0.1507751746454857,1.4400402433912887,Korea,Acme Corporation,-0.01896337969891462,Enterprise
LPKT07PV,Boris Faz,GTXPro,Opentech,Won,2713.125,-1.4452846018008674,0.0,1,0,,,Rocco Neubert,East,finance,-0.2051637156917359,-1.090234216717016,United States,Acme Corporation,-0.5128272471136153,Large
WPB2SLIG,Donn Cantrell,GTX Plus Pro,Silis,Won,2713.125,-1.4452846018008674,0.0,1,0,GTX,1.373158824451143,Rocco Neubert,East,medical,-0.2051637156917359,-0.006807352986488436,United States,Acme Corporation,-0.3255758760869194,Enterprise
XUSUEAV7,Elease Gluck,GTK 500,Zoomit,Won,2713.125,-1.4452846018008674,0.0,1,0,GTK,9.500003899689798,Celia Rouche,West,entertainment,-0.4424563092498836,-1.1038872909716069,United States,Acme Corporation,-1.0159008099748683,Large
ZZY4516R,Hayden Neloms,MG Advanced,Hottechi,Engaging,472.0,-0.7080868336021927,0.0,0,0,MG,0.5755933183826687,Celia Rouche,West,technolgy,0.1507751746454857,1.4400402433912887,Korea,Acme Corporation,-0.01896337969891462,Enterprise
3TYPII47,Kami Bicknell,GTX Plus Basic,Goodsilron,Won,1207.0,-1.4452846018008674,0.0,1,0,GTX,-0.30138512462321243,Summer Sewald,West,marketing,0.5067140649827073,0.052287058292644496,United States,Acme Corporation,0.4447376386300549,Enterprise
7WAX8Z8O,Lajuana Vencill,MG Advanced,Cancity,Lost,0.0,-1.4452846018008674,0.0,0,1,MG,0.5755933183826687,Dustin Brinkmann,Central,retail,0.6253603617617812,-0.9303956003067136,United States,Acme Corporation,-1.2404741786839795,Enterprise
MYDUMR3R,Lajuana Vencill,GTX Basic,Rangreen,Won,559.0,-1.4452846018008674,0.0,1,0,GTX,-0.5098440840839051,Dustin Brinkmann,Central,technolgy,-1.035687793145253,0.046102708292014745,Panama,Acme Corporation,-0.9957190017527534,Enterprise
0DRC1U9Q,Maureen Marcano,GTX Basic,Green-Plus,Engaging,472.0,-0.7080868336021927,0.0,0,0,GTX,-0.5098440840839051,Summer Sewald,West,services,0.8626529553199289,-0.9420209467161478,United States,Acme Corporation,-0.8462194584228073,Enterprise
37JFKD4I,Niesha Huffines,GTX Plus Basic,dambase,Won,1033.0,-1.4452846018008674,0.0,1,0,GTX,-0.30138512462321243,Melvin Marxen,Central,marketing,-0.08651741891266201,-0.2902493971120805,United States,Inity,1.4175853348881025,Enterprise
25YKPHX8,Donn Cantrell,GTX Basic,Kan-code,Won,462.0,-1.4452846018008674,0.0,1,0,GTX,-0.5098440840839051,Rocco Neubert,East,software,-1.6289192770406222,1.4400402433912887,United States,Acme Corporation,-0.01896337969891462,Enterprise
BXXMA7F3,Hayden Neloms,MG Advanced,Nam-zim,Lost,0.0,-1.4452846018008674,0.0,0,1,MG,0.5755933183826687,Celia Rouche,West,services,-1.035687793145253,-1.0680831593890134,Brazil,Warephase,-0.9417158861305139,Enterprise
GIUUTBXM,Kary Hendrixson,GTXPro,Y-corporation,Won,2713.125,-1.4452846018008674,0.0,1,0,,,Summer Sewald,West,employment,-1.5102729802615484,0.01649172379397797,United States,Acme Corporation,-1.2004185591812682,Enterprise
MFX2LR1Q,Lajuana Vencill,MG Advanced,Ron-tech,Won,2713.125,-1.4452846018008674,0.0,1,0,MG,0.5755933183826687,Dustin Brinkmann,Central,medical,-0.4424563092498836,0.47880927394774275,United States,Acme Corporation,0.41828139155097527,Enterprise
DUHE9FLY,Marty Freudenburg,GTXPro,Conecom,Won,2713.125,-1.4452846018008674,0.0,1,0,,,Melvin Marxen,Central,technolgy,1.0999455488780767,-0.5776149406690819,United States,Acme Corporation,2.0068659913329294,Enterprise
96BSG7R1,Zane Levy,GTX Plus Basic,Sunnamplex,Lost,0.0,-1.4452846018008674,0.0,0,1,GTX,-0.30138512462321243,Summer Sewald,West,marketing,1.4558844392152983,-0.8530912252988415,Poland,Acme Corporation,0.34564748529645917,Enterprise
7FQMSWIX,Corliss Cosme,MG Special,Bioplex,Won,62.0,-1.4452846018008674,0.0,1,0,MG,-0.6988316022762914,Cara Losch,East,medical,-0.5611026060289575,-1.102730474435216,United States,Acme Corporation,-1.0739815725100736,Enterprise
C20AVXN7,Darcel Schlecht,GTXPro,Gogozoom,Won,2713.125,-1.4452846018008674,0.0,1,0,,,Melvin Marxen,Central,telecommunications,1.3372381424362243,-1.20835706114583,United States,Sonron,-0.23406023782732707,Medium
GS1QVWCR,Kami Bicknell,GTX Basic,Plusstrip,Won,566.0,-1.4452846018008674,0.0,1,0,GTX,-0.5098440840839051,Summer Sewald,West,entertainment,0.744006658540855,-1.0926182264612132,United States,Acme Corporation,3.59665797916582,Large
ZWH8FXY3,Marty Freudenburg,GTX Basic,Toughzap,Won,508.0,-1.4452846018008674,0.0,1,0,GTX,-0.5098440840839051,Melvin Marxen,Central,retail,-0.08651741891266201,-1.100262892393713,United States,Acme Corporation,-0.5151379468397765,Large
2U94Y3Q9,Rosie Papadopoulos,MG Advanced,Vehement Capital Partners,Lost,0.0,-1.4452846018008674,0.0,0,1,MG,0.5755933183826687,Cara Losch,East,finance,-0.32381001247080976,-0.9622938266257514,United States,Golddex,1.3538202391723455,Large
AAR79NOO,Versie Hillebrand,MG Special,Codehow,Won,51.0,-1.4452846018008674,0.0,1,0,MG,-0.6988316022762914,Dustin Brinkmann,Central,software,0.2694214714245596,-0.05232346522440939,United States,Acme Corporation,3.1080261832299487,Enterprise
B6B0PNR2,Vicki Laflamme,GTXPro,Dalttechnology,Won,2713.125,-1.4452846018008674,0.0,1,0,,,Celia Rouche,West,software,2.0491159231106675,-1.2030304268280756,United States,Bubba Gump,3.11442478997962,Medium
M7I5O9YU,Corliss Cosme,GTX Basic,Cheers,Engaging,472.0,-0.7080868336021927,0.0,0,0,GTX,-0.5098440840839051,Cara Losch,East,entertainment,-0.32381001247080976,0.6316498100941744,United States,Massive Dynamic,0.9277474101444079,Enterprise
LXZA2OSZ,Corliss Cosme,GTX Plus Pro,Ontomedia,Won,2713.125,-1.4452846018008674,0.0,1,0,GTX,1.373158824451143,Cara Losch,East,employment,0.1507751746454857,-0.8584794392040844,United States,Acme Corporation,-1.0923562935179223,Enterprise
N0ONCYVZ,Donn Cantrell,MG Special,Kinnamplus,Lost,0.0,-1.4452846018008674,0.0,0,1,MG,-0.6988316022762914,Rocco Neubert,East,retail,0.9812992520990028,-0.9373892820286207,United States,Acme Corporation,-0.7061905150825947,Enterprise
GYB4W2AU,Elease Gluck,MG Advanced,Hottechi,Engaging,472.0,-0.7080868336021927,0.0,0,0,MG,0.5755933183826687,Celia Rouche,West,technolgy,0.1507751746454857,1.4400402433912887,Korea,Acme Corporation,-0.01896337969891462,Enterprise
513DPFX5,Gladys Colclough,GTXPro,Codehow,Won,2713.125,-1.4452846018008674,0.0,1,0,,,Melvin Marxen,Central,software,0.2694214714245596,-0.05232346522440939,United States,Acme Corporation,3.1080261832299487,Enterprise
RU023K5W,Gladys Colclough,MG Advanced,Finhigh,Won,2713.125,-1.4452846018008674,0.0,1,0,MG,0.5755933183826687,Melvin Marxen,Central,finance,1.2185918456571505,-0.7615751612070185,United States,Acme Corporation,0.732280101772273,Enterprise
VDIU10RV,Markita Hansen,MG Special,Lexiqvolax,Engaging,472.0,-0.7080868336021927,0.0,0,0,MG,-0.6988316022762914,Celia Rouche,West,medical,0.9812992520990028,-0.5344080629619794,United States,Acme Corporation,-0.5138558600618501,Enterprise
BZCBQ514,Markita Hansen,GTX Basic,Y-corporation,Won,523.0,-1.4452846018008674,0.0,1,0,GTX,-0.5098440840839051,Celia Rouche,West,employment,-1.5102729802615484,0.01649172379397797,United States,Acme Corporation,-1.2004185591812682,Enterprise
HEE6P0QH,Anna Snelling,MG Advanced,Statholdings,Won,2713.125,-1.4452846018008674,0.0,1,0,MG,0.5755933183826687,Dustin Brinkmann,Central,employment,0.1507751746454857,-1.118367291115329,United States,Acme Corporation,-0.03560012685551287,Large
L8CHRJ2B,Cassey Cress,MG Advanced,Umbrella Corporation,Won,2713.125,-1.4452846018008674,0.0,1,0,MG,0.5755933183826687,Rocco Neubert,East,finance,0.2694214714245596,-0.3570368582853112,United States,Acme Corporation,-0.6369176455476837,Enterprise
579LZ3F9,Daniell Hammack,GTX Plus Basic,J-Texon,Engaging,472.0,-0.7080868336021927,0.0,0,0,GTX,-0.30138512462321243,Rocco Neubert,East,retail,-0.7983951995871053,-0.6356712960448375,United States,Acme Corporation,-0.6837999722140995,Enterprise
SU8JNMP4,Kami Bicknell,GTX Plus Basic,Bubba Gump,Engaging,472.0,-0.7080868336021927,0.0,0,0,GTX,-0.30138512462321243,Summer Sewald,West,software,0.744006658540855,-0.8121759879547035,United States,Acme Corporation,-0.38370450106124054,Enterprise
V2X2KMUR,Kami Bicknell,GTX Plus Basic,Faxquote,Won,1059.0,-1.4452846018008674,0.0,1,0,GTX,-0.30138512462321243,Summer Sewald,West,telecommunications,-0.08651741891266201,-0.4433890341120279,United States,Sonron,-1.0464052645462503,Enterprise
AJIPJP75,Marty Freudenburg,GTX Plus Basic,Codehow,Lost,0.0,-1.4452846018008674,0.0,0,1,GTX,-0.30138512462321243,Melvin Marxen,Central,software,0.2694214714245596,-0.05232346522440939,United States,Acme Corporation,3.1080261832299487,Enterprise
NYVA2G6U,Versie Hillebrand,MG Special,Dontechi,Won,57.0,-1.4452846018008674,0.0,1,0,MG,-0.6988316022762914,Dustin Brinkmann,Central,software,-1.6289192770406222,0.7847630558423413,United States,Acme Corporation,-0.2668077501867181,Enterprise
FF45BXTL,Vicki Laflamme,MG Advanced,Konex,Won,2713.125,-1.4452846018008674,0.0,1,0,MG,0.5755933183826687,Celia Rouche,West,technolgy,-1.86621187059877,1.4400402433912887,United States,Acme Corporation,-0.01896337969891462,Enterprise
TTA9LYBS,Anna Snelling,MG Special,Treequote,Won,58.0,-1.4452846018008674,0.0,1,0,MG,-0.6988316022762914,Dustin Brinkmann,Central,telecommunications,-0.917041496366179,1.0698281619524515,United States,Sonron,0.6491234065390666,Enterprise
PAGZQH8L,Cecily Lampkin,MG Advanced,Treequote,Won,2713.125,-1.4452846018008674,0.0,1,0,MG,0.5755933183826687,Dustin Brinkmann,Central,telecommunications,-0.917041496366179,1.0698281619524515,United States,Sonron,0.6491234065390666,Enterprise
J7YF6DS7,Corliss Cosme,GTX Plus Pro,Betasoloin,Won,2713.125,-1.4452846018008674,0.0,1,0,GTX,1.373158824451143,Cara Losch,East,medical,0.3880677682036334,-1.1358998793816948,United States,Acme Corporation,0.028649179470191504,Large
S5IXY4Z9,Corliss Cosme,GTXPro,Betasoloin,Won,2713.125,-1.4452846018008674,0.0,1,0,,,Cara Losch,East,medical,0.3880677682036334,-1.1358998793816948,United States,Acme Corporation,0.028649179470191504,Large
JQBJMETQ,Darcel Schlecht,MG Special,Domzoom,Won,49.0,-1.4452846018008674,0.0,1,0,MG,-0.6988316022762914,Melvin Marxen,Central,entertainment,0.2694214714245596,-1.1506525891271515,United States,Acme Corporation,-0.6374006706121651,Large
0LVWSWEW,Violet Mclelland,MG Special,Donquadtech,Won,65.0,-1.4452846018008674,0.0,1,0,MG,-0.6988316022762914,Cara Losch,East,technolgy,-0.4424563092498836,-0.49315413788665463,United States,Acme Corporation,0.19632367487098684,Enterprise
K53BC1T9,Anna Snelling,MG Special,Domzoom,Lost,0.0,-1.4452846018008674,0.0,0,1,MG,-0.6988316022762914,Dustin Brinkmann,Central,entertainment,0.2694214714245596,-1.1506525891271515,United States,Acme Corporation,-0.6374006706121651,Large
D40N5I9Y,Darcel Schlecht,GTXPro,Finhigh,Won,2713.125,-1.4452846018008674,0.0,1,0,,,Melvin Marxen,Central,finance,1.2185918456571505,-0.7615751612070185,United States,Acme Corporation,0.732280101772273,Enterprise
051QTX8Z,Niesha Huffines,GTX Plus Basic,Globex Corporation,Won,1080.0,-1.4452846018008674,0.0,1,0,GTX,-0.30138512462321243,Melvin Marxen,Central,technolgy,0.5067140649827073,-0.708225245732169,Norway,Acme Corporation,-0.07687905631352772,Enterprise
5D2XH04S,Reed Clapper,MG Special,Plussunin,Won,57.0,-1.4452846018008674,0.0,1,0,MG,-0.6988316022762914,Rocco Neubert,East,retail,0.8626529553199289,-0.6218994611572332,United States,Acme Corporation,-0.8861016951884315,Enterprise
V9E582SK,Garret Kinder,GTX Basic,Konex,Won,469.0,-1.4452846018008674,0.0,1,0,GTX,-0.5098440840839051,Cara Losch,East,technolgy,-1.86621187059877,1.4400402433912887,United States,Acme Corporation,-0.01896337969891462,Enterprise
UK0LEZRJ,Kary Hendrixson,GTX Basic,Condax,Won,532.0,-1.4452846018008674,0.0,1,0,GTX,-0.5098440840839051,Summer Sewald,West,medical,2.523701110226963,-1.2444866848337197,United States,Acme Corporation,0.008195038106828869,Small
